,DEPARTAMENTO,PROVINCIA,DISTRITO,Ollanta1,Ollanta2,key,redpub_porc,dni_porc,elec_porc,salud_porc,edu_porc,trabajo_porc,Ollanta_1a_Vuelta,Ollanta_2a_Vuelta,estado_dni,estado_salud,estado_agua,estado_electricidad,ciudadania_educacion,ciudadania_trabajo,presencia_estado
870,HUANCAVELICA,CHURCAMPA,EL CARMEN,0.7340529931305201,0.8140747176368376,CHURCAMPA_EL CARMEN,2.4324324324324325,97.56418696510862,59.32432432432433,49.96776273372018,23.84937238493724,5.550581915846016,Mas50%,mas75%,3,2,1,2,<25%,<25%,1.Baja
871,HUANCAVELICA,CHURCAMPA,LA MERCED,0.5254237288135594,0.5327635327635327,CHURCAMPA_LA MERCED,0.5509641873278237,99.50372208436724,59.77961432506888,26.283724978241953,36.496350364963504,10.493827160493826,Mas50%,Mas50%,3,2,1,2,25_50%,<25%,1.Baja
872,HUANCAVELICA,CHURCAMPA,LOCROJA,0.5807473084230526,0.6690721649484536,CHURCAMPA_LOCROJA,46.684350132625994,97.74501300954033,49.69053934571176,40.82000450551926,23.570566948130278,4.397834912043302,Mas50%,Mas50%,3,2,2,2,<25%,<25%,2.Media
873,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,0.5666480758505298,0.6589948332550494,CHURCAMPA_PAUCARBAMBA,0.6165228113440198,97.28625620075869,60.41923551171393,39.12127595546193,24.976000000000003,5.784650630011455,Mas50%,Mas50%,3,2,1,2,<25%,<25%,1.Baja
874,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,0.4388349514563107,0.5759162303664922,CHURCAMPA_SAN MIGUEL DE MAYOCC,38.62068965517241,97.06275033377837,69.6551724137931,39.5979020979021,42.086001829826166,21.166306695464364,<50%,Mas50%,3,2,2,2,25_50%,<25%,2.Media
875,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,0.4895287958115183,0.6050597329585383,CHURCAMPA_SAN PEDRO DE CORIS,12.325581395348838,97.98975167520693,72.32558139534883,53.46371347785108,41.654210264075736,16.632722335369994,<50%,Mas50%,3,2,1,2,25_50%,<25%,1.Baja
876,HUANCAVELICA,CHURCAMPA,PACHAMARCA,0.638961038961039,0.7622222222222222,CHURCAMPA_PACHAMARCA,1.1920529801324504,97.02216066481995,44.63576158940397,57.47088186356073,22.017353579175705,8.683068017366136,Mas50%,mas75%,3,2,1,2,<25%,<25%,1.Baja
877,HUANUCO,HUANUCO,HUANUCO,0.3397177419354839,0.5654578160740856,HUANUCO_HUANUCO,74.68853218983601,97.50625538804432,87.93533059048502,42.64450209966031,48.58524583209604,30.350458126849446,<50%,Mas50%,3,2,2,3,25_50%,25_50%,2.Media
878,HUANUCO,HUANUCO,CHINCHAO,0.3877376889322282,0.45186721991701245,HUANUCO_CHINCHAO,8.181191870478816,91.50463655399342,15.914571133310368,42.06726891434102,14.56708353305155,1.5540540540540542,<50%,<50%,3,2,1,1,<25%,<25%,1.Baja
879,HUANUCO,HUANUCO,CHURUBAMBA,0.6226241569589209,0.7088374539715939,HUANUCO_CHURUBAMBA,1.5687015687015686,92.43640218049667,7.635607635607636,56.623122939811985,10.830466402473544,0.9141013577093695,Mas50%,Mas50%,3,2,1,1,<25%,<25%,1.Baja
